,content,sentiment
18176,big sis moved out 2day  its gna b weird without her! X,sadness
18295,"has just finished reading Twilight and thought it was crap...okay, it was alright...okay, i love it and really wanna read the next one",worry
15962,&lt;--has no internet for the weekend,sadness
18507,"@iCharlotte My original non-Yahoo acc. was deleted when they got bought-out  But it's not too bad, I don't receive any Yahoo-spam from it.",worry
21475,@ksidney wolverine was GREAT!!!  a must see,happiness
36821,"@typezero3 Hehe...until it comes back, your FB friends get a Twitter respite huh? JK!",happiness
44,@creyes middle school and elem. High schools will remain open for those who need credits to graduate. Cali is broken,empty
9227,"lol, you can see the sunburnnn    its not achurley that bad =| least i dont think it is xD http://tinyurl.com/njubcl",neutral
14422,"Damn Rain!!!!! Oh well, looks like the only football I'll experience today is the FA cup final!",neutral
31639,My lesson is finally done for tomorrow morning. I am looking forward to speaking to the high schoolers on dating.,enthusiasm
7653,"@BiggaBX Yes, It's only fair  lol",sadness
6666,Take that back on the cast...one dropped last night!,surprise
28473,"has just come back from horse riding, what a brilliant day",fun
19292,Burning my tongue on Won Ton soup,sadness
38905,"@MCsavedmylife thank you, your dedication as a lamb is unparalleled also, all true lambs dedication is unparalleled",love
25750,SO BORED.,neutral
6322,@Pichu Crap. Now you have to cover the whole purse with those so it looks like a pattern.,relief
27936,Time to get educated  Hope you all are off for a great start on this Monday morning,happiness
24900,Getting ready for my first &quot;real&quot; day of work in five months...words of encouragement are welcome,happiness
36767,@PinkyNKOTB hi I'm ok   still not feeling great,worry
37702,Sending blessings out to @gailelaine,neutral
9048,@dysonrules don't make me smite you! and yeah @micolerose yeah it really does. No cuties for me,neutral
32228,@mnmissy you should do an # for the safesex topic,neutral
31830,"GREEN DAY IS PERFORMING ON SNL NEXT WEEK!  sorry, that made me happy and i'm still all ditzy from the Justin Timberlake skits",sadness
16895,@mitchelmusso I aint got no money to buy any cred to call u  and am in lONDON,worry
22664,@SpikeTheLobster How do you spell ppphhhhhttttt?,neutral
13536,arrg - i've been trying to upload my picture...darn thing won't let me,neutral
12701,just because you're a superstar it doesn't mean you have to do that !,worry
19160,I have nacho chips...but no cheese.,worry
23883,got live last night at our  vid comin soonnn,neutral
7696,"@opaque19 I can't do that.  I take it at 11, or I work through it.  Those are my options here.",neutral
18016,My best friend is away at special olympics . She said she was gonna bring me .,love
4250,I miss my boys,worry
31654,@aziraA YEAYYY! good for you,neutral
6363,I wanna go see the cab really bad.,neutral
27949,@erwin57 Peek-a-boo!! i can see you!!,happiness
17956,"@joyquality Yeah, but not always.",neutral
27340,Ready for Mother's Day? http://tinyurl.com/dcgeyv,neutral
34966,"@switchfoot My youth group was there! I would have liked 2 go, but I couldn't afford it, &amp; I had a drama performance/party...  Luv ya tho!",worry
20352,www.loveisthecure.net is up! Check it out,neutral
33330,@Michaelcopon: Awesome. Tell me if its good. I might watch it,love
14127,Im going bed i dnt feel well as always,sadness
31872,@ShaylaSenzafine haha..yeah..10th of May..lol..im greeting in advance! haha,happiness
9257,@hotnizz WAH! Sayang...,love
15982,"Thank goodness for starbucks iced coffee...I was feeling so sluggish today, I think its this awful LA weather",neutral
27172,"watching FRIENDS reduces stress inside me. Thanks to Bright, Kauffman, and Crane who are created these series  love love love",love
20419,@mileycyrus i dnt think i can ever get tired of&quot;The Climb&quot;its just 1 of those sngs u'll always remember  ...,enthusiasm
14131,@julezykins must be kidding. No boys (definately)(I hope anyway o_O) and no girls (probably) honest I must be proper ugly no-one likes me,sadness
18378,AHHHHH I needa hurry up and shower before this &quot;HUGE&quot; storm hits,worry
19341,"feelin depressed ,, i miss you soo damn fcking much besties  ..i wish i wouldnt have left yt",sadness
21716,@BreakfastNews ETS (Endoscopic thoracic sympathectomy) is an invaluable surgical procedure,happiness
38883,#SanctuarySunday don't forget to post on the forums and FB about our mission success!!,neutral
29059,i forgot how much i really needed music until i barely had any for about a week. but i have music now. yay!,happiness
7991,apparently you are not getting on anymore... sad,sadness
38900,"back here, I was busy xD Wirting Stars Loves, almos 400 pages xD and listenint AFH and TV",empty
11220,My phone is so stubborn!! You'd think it had my genes or something!!,sadness
32133,@siriuslyheather I love chocolate. Must be PMS,love
8031,My eyes hurt.,sadness
32320,and it's my birthday tomorrow. Everything worked fine w/that in the end Convinced her not 2 invite ppl she didn't know,relief
19900,@juniper73 oh that sucks  Tell your DH to act like a grown up maybe? I'd be stressed too,hate
37090,is TATTEDDDDD!!!!!!!!!!!!!,neutral
88,I can't sleep...I keep thinking about the puppy I played with today,worry
19848,at hannah montana set.... im missing tennessee ALOT today,sadness
17270,I am unhappy,worry
5922,@MisterDiggler we told you guys!   we are just going for a while to get our passes then we are going to see UP downtown disney! Yay!,fun
3297,"Felt like crap, behaved like my son; ate to compensate. Pigged out on home-roasted sugar almonds. Painful tum, threw up, still feel sick.",sadness
7630,"@tronella Cool! I have one (from a decluttering friend), but I don't know how to play",worry
25286,Off today! No wonder I love Mondays!  Movie theatre....here I come.,enthusiasm
33226,@Buchautor thanks for the follow friday,happiness
10493,"just paid $221/mo for a dedicated server @GoDaddy. Would rather get a slice @slicehost, but I using MS SQL",neutral
11737,Yay!! My computer came today. Too bad it's being held hostage at my parents' house until I can pick it up,enthusiasm
26761,"@BleedBlacknGold meee.. I have a Penguin wallpaper on the backround on my phone, computer, ps3, ipod touch and on my twitter",neutral
544,one week till exam block,enthusiasm
34098,"&quot;I'll see you again yeah?&quot; &quot;Its up to you&quot; &quot;I guarantee you will, i dont want to wait to long not seeing you&quot; fuckin fruit basket! Hahaha",worry
37547,This is a status update to twitter from ICE  Timestamp: Sun May 10 10:57:44 CEST 2009,empty
35321,"@anakin1814 I did do that one Twitter while driving, although the iPhone keypad sucks for driving and typing",neutral
34409,@dharshana anytime,neutral
38990,All the money in the world could never make me as happy as being a stay-at-home mom with my son,love
28023,@smaals Is it culture day? Love it. I'm telling you graf culture in the study,neutral
8447,@deejaychips i havent laid my verse yet...,neutral
19349,Is upset that he didn't get his 24 fix tonight,worry
20546,morning! just got my coffee,happiness
4515,"@lowkeyriez nnnaaa uhhhh playah! shawty aint got nun, maybe it was ur phone or mines  but I wanted to hit me up when u left the studio",love
16622,@jillvee Sounds great ... wish i had the $ do buy some!,neutral
19713,i've become one of those pathetic girls that feel lonely without their boyfriends hahaha i miss josey already!!,sadness
18063,is missing her best friend..... and i only saw them this afternoon  How sad am I!!!!,surprise
28765,@PrinceSammie OMG its working,surprise
33035,Happy 11th  I'm going to sleep now lolz,worry
2263,"E docs are getting younger these days.can u guess where am i??yup, NUH!! paying my ear doc a visit. Ouch!!",worry
5943,im tweeting... this is so hard... i dont get it...,hate
17142,sitting at home being bored.......,sadness
806,farrrrr . pdhpe assignment due next week and have english homework !,worry
25864,"@AddictedToJones lol, of course i'm right, i'm ALWAYS right, didn't @ElieBel tell you???",fun
1661,Arghhh So annoyed-yet again gone 2 starbucks &amp; given skimmed milk instead of soy milk!! I can't have milk so hav 2 throw away! Expensive,hate
34005,"@muumuse Thanks, Brad!  Looking forward to chatting with you too.. btw, like your new pix!",neutral
39075,@frenchiep :  i know i*m late but i didn't had internet. so happy bithday to you and pierre!,love
31973,"Working on the store's Facebook group, getting ready to relax and play some 360. I'm thinking Mercenaries 2 tonight; Me likey explosions",fun
35069,@DawnRichard have an amazing time with your mommas tomorrow! Show them how much they mean to you  Whatever you do they will love it,love
1334,Wow slept in with no dolidh here to wake me up,worry
16471,@karriereKay being sunburnt is horrible,hate
1921,Just found out one of my ankles is swollen...eeks now it hurts,worry
27939,@FOX19Sara Go girl!! Start your day out right...gotta love that!,love
6409,I hate hiccups,hate
32629,Just thinking that it will all pay off in the end.,relief
9924,"@mileycyrus aww if I could, I would...  GBY ;)",relief
17313,I hate being yelled and sworn at,hate
14332,"mail came, still no inFAMOUS",worry
28709,"we went, we bought, we conquered! and we came back with the most delicious custard croissant",surprise
28572,im on twitter mobile... confusin!!!! lol im knda slow,neutral
30662,@chaotic_barb I'm totally with ya.  I blocked the negative from my stream,relief
29778,Sadness is a necessary evil in life; it gives us reason to remember and appreciate the things we lose,relief
13292,@JJaneBB I didn't include that in my getaway music.  I fail.,sadness
26862,@ThisIsRobThomas Did you know its Star Wars Day today... May the 4th be with you!,worry
38103,"going to head to bed now finally...goodnight! Hopefully my dreams will consist of ravishing things, such as: Zachary Quinto.",happiness
14090,Gees can this week get anymore horrible....now i cant go to spain,worry
4467,Just took daughter to school. Still tired and still no voice. I know some people are happy!! LOL. Time to get ready for work,happiness
28898,Night of the cookers with my dad,fun
16730,Well just left six flags. Didn't get to ride what i wanted to. Bummer.   maybe next time.,worry
29991,@twtboxdj  Thanks Mr. DJ!,happiness
14066,"&quot;Your gonna miss this, Your gonna want this back, Your gonna wish these days hadn't gone by so fast&quot;  So true I already miss this year",neutral
22905,@LovefromNaja Fresh change from hearing i write sins hey!!?? Not that theres anything wrong with that!,worry
20494,Had a gr8 Sunday relaxing enjoying the beautiful weather. Good nite,surprise
9704,after 4 tries and 2 arms it was successful BUT now I look like a junkie,worry
9229,@kimberMuffin,empty
33840,Wishing all the Mama's out there a very Organic Happy Mother's Day,neutral
36663,"@alyssa905 Ooh, there you are, haha. Thanks, posted it!",surprise
39743,"@btillo Hehe ! Thanks for your advice  I choose the shoes, only three of them, so hard !!!",happiness
16493,@marshallochs i don't have texting.....,worry
28752,05/30 - first session  yay me!,fun
36558,What Darren on Linkedin? YES!   Just say your a twitter friend I NEVER IDK people! http://www.linkedin.com/in/darrenmonroe,happiness
5106,I was awoken by loud banging and it continues all day  Good thing I got an early rest last night!,hate
2206,nothing,neutral
31627,Going to go kennel the dogs and then I am going to watch Goblet of Fire,relief
